Participant,DoF,Contents,Codecs,Bitrates,Scores
65,3,3,2,5,5
65,3,3,3,2,2
65,3,3,3,3,4
65,3,3,3,4,4
65,3,3,3,5,4
65,3,4,1,1,5
65,3,4,2,2,1
65,3,4,2,3,2
65,3,4,2,4,4
65,3,4,2,5,4
65,3,4,3,2,1
65,3,4,3,3,2
65,3,4,3,4,3
65,3,4,3,5,4
66,3,1,1,1,4
66,3,1,2,2,3
66,3,1,2,3,3
66,3,1,2,4,3
66,3,1,2,5,4
66,3,1,3,2,2
66,3,1,3,3,3
66,3,1,3,4,3
66,3,1,3,5,3
66,3,2,1,1,5
66,3,2,2,2,4
66,3,2,2,3,3
66,3,2,2,4,4
66,3,2,2,5,5
66,3,2,3,2,2
66,3,2,3,3,3
66,3,2,3,4,4
66,3,2,3,5,4
66,3,3,1,1,5
66,3,3,2,2,2
66,3,3,2,3,3
66,3,3,2,4,4
66,3,3,2,5,4
66,3,3,3,2,2
66,3,3,3,3,3
66,3,3,3,4,3
66,3,3,3,5,4
66,3,4,1,1,4
66,3,4,2,2,2
66,3,4,2,3,2
66,3,4,2,4,3
66,3,4,2,5,3
66,3,4,3,2,2
66,3,4,3,3,3
66,3,4,3,4,4
66,3,4,3,5,3
67,3,1,1,1,4
67,3,1,2,2,2
67,3,1,2,3,2
67,3,1,2,4,3
67,3,1,2,5,2
67,3,1,3,2,1
67,3,1,3,3,2
67,3,1,3,4,3
67,3,1,3,5,3
67,3,2,1,1,4
67,3,2,2,2,2
67,3,2,2,3,2
67,3,2,2,4,2
67,3,2,2,5,3
67,3,2,3,2,1
67,3,2,3,3,2
67,3,2,3,4,2
67,3,2,3,5,2
67,3,3,1,1,3
67,3,3,2,2,2
67,3,3,2,3,2
67,3,3,2,4,3
67,3,3,2,5,3
67,3,3,3,2,1
67,3,3,3,3,2
67,3,3,3,4,3
67,3,3,3,5,2
67,3,4,1,1,3
67,3,4,2,2,1
67,3,4,2,3,2
67,3,4,2,4,2
67,3,4,2,5,2
67,3,4,3,2,1
67,3,4,3,3,2
67,3,4,3,4,2
67,3,4,3,5,2
68,3,1,1,1,5
68,3,1,2,2,1
68,3,1,2,3,2
68,3,1,2,4,5
68,3,1,2,5,3
68,3,1,3,2,1
68,3,1,3,3,1
68,3,1,3,4,3
68,3,1,3,5,4
68,3,2,1,1,5
68,3,2,2,2,2
68,3,2,2,3,2
68,3,2,2,4,3
68,3,2,2,5,4
68,3,2,3,2,1
68,3,2,3,3,1
68,3,2,3,4,3
68,3,2,3,5,2
68,3,3,1,1,3
68,3,3,2,2,3
68,3,3,2,3,2
68,3,3,2,4,3
68,3,3,2,5,5
68,3,3,3,2,1
68,3,3,3,3,3
68,3,3,3,4,3
68,3,3,3,5,5
68,3,4,1,1,5
68,3,4,2,2,1
68,3,4,2,3,2
68,3,4,2,4,3
68,3,4,2,5,2
68,3,4,3,2,1
68,3,4,3,3,1
68,3,4,3,4,3
68,3,4,3,5,2
69,3,1,1,1,5
69,3,1,2,2,2
69,3,1,2,3,3
69,3,1,2,4,3
69,3,1,2,5,3
69,3,1,3,2,3
69,3,1,3,3,2
69,3,1,3,4,3
69,3,1,3,5,4
69,3,2,1,1,4
69,3,2,2,2,2
69,3,2,2,3,2
69,3,2,2,4,4
69,3,2,2,5,4
69,3,2,3,2,1
69,3,2,3,3,2
69,3,2,3,4,3
69,3,2,3,5,4
69,3,3,1,1,4
69,3,3,2,2,3
69,3,3,2,3,3
69,3,3,2,4,4
69,3,3,2,5,4
69,3,3,3,2,2
69,3,3,3,3,3
69,3,3,3,4,4
69,3,3,3,5,4
69,3,4,1,1,4
69,3,4,2,2,1
69,3,4,2,3,2
69,3,4,2,4,3
69,3,4,2,5,3
69,3,4,3,2,2
69,3,4,3,3,3
69,3,4,3,4,3
69,3,4,3,5,4
71,3,1,1,1,5
71,3,1,2,2,3
71,3,1,2,3,4
71,3,1,2,4,4
71,3,1,2,5,5
71,3,1,3,2,2
71,3,1,3,3,3
71,3,1,3,4,3
71,3,1,3,5,5
71,3,2,1,1,5
71,3,2,2,2,2
71,3,2,2,3,3
71,3,2,2,4,4
71,3,2,2,5,4
71,3,2,3,2,2
71,3,2,3,3,2
71,3,2,3,4,4
71,3,2,3,5,4
71,3,3,1,1,4
71,3,3,2,2,3
71,3,3,2,3,3
71,3,3,2,4,3
71,3,3,2,5,4
71,3,3,3,2,2
71,3,3,3,3,3
71,3,3,3,4,3
71,3,3,3,5,4
71,3,4,1,1,4
71,3,4,2,2,2
71,3,4,2,3,3
71,3,4,2,4,3
71,3,4,2,5,3
71,3,4,3,2,1
71,3,4,3,3,3
71,3,4,3,4,3
71,3,4,3,5,4
72,3,1,1,1,5
72,3,1,2,2,1
72,3,1,2,3,2
72,3,1,2,4,3
72,3,1,2,5,3
72,3,1,3,2,1
72,3,1,3,3,2
72,3,1,3,4,3
72,3,1,3,5,4
72,3,2,1,1,5
72,3,2,2,2,2
72,3,2,2,3,2
72,3,2,2,4,4
72,3,2,2,5,3
72,3,2,3,2,1
72,3,2,3,3,1
72,3,2,3,4,3
72,3,2,3,5,4
72,3,3,1,1,5
72,3,3,2,2,3
72,3,3,2,3,2
72,3,3,2,4,3
72,3,3,2,5,5
72,3,3,3,2,1
72,3,3,3,3,1
72,3,3,3,4,3
72,3,3,3,5,4
72,3,4,1,1,3
72,3,4,2,2,1
72,3,4,2,3,2
72,3,4,2,4,4
72,3,4,2,5,4
72,3,4,3,2,1
72,3,4,3,3,2
72,3,4,3,4,4
72,3,4,3,5,4
73,3,1,1,1,4
73,3,1,2,2,3
73,3,1,2,3,2
73,3,1,2,4,4
73,3,1,2,5,3
73,3,1,3,2,1
73,3,1,3,3,1
73,3,1,3,4,4
73,3,1,3,5,4
73,3,2,1,1,5
73,3,2,2,2,1
73,3,2,2,3,2
73,3,2,2,4,3
73,3,2,2,5,4
73,3,2,3,2,1
73,3,2,3,3,2
73,3,2,3,4,3
73,3,2,3,5,4
73,3,3,1,1,5
73,3,3,2,2,2
73,3,3,2,3,2
73,3,3,2,4,4
73,3,3,2,5,3
73,3,3,3,2,1
73,3,3,3,3,3
73,3,3,3,4,3
73,3,3,3,5,5
73,3,4,1,1,3
73,3,4,2,2,1
73,3,4,2,3,2
73,3,4,2,4,3
73,3,4,2,5,3
73,3,4,3,2,1
73,3,4,3,3,3
73,3,4,3,4,3
73,3,4,3,5,4
74,3,1,1,1,5
74,3,1,2,2,2
74,3,1,2,3,2
74,3,1,2,4,4
74,3,1,2,5,3
74,3,1,3,2,1
74,3,1,3,3,2
74,3,1,3,4,3
74,3,1,3,5,4
74,3,2,1,1,5
74,3,2,2,2,1
74,3,2,2,3,2
74,3,2,2,4,3
74,3,2,2,5,2
74,3,2,3,2,1
74,3,2,3,3,2
74,3,2,3,4,3
74,3,2,3,5,3
74,3,3,1,1,5
74,3,3,2,2,2
74,3,3,2,3,2
74,3,3,2,4,3
74,3,3,2,5,4
74,3,3,3,2,1
74,3,3,3,3,1
74,3,3,3,4,3
74,3,3,3,5,5
74,3,4,1,1,3
74,3,4,2,2,1
74,3,4,2,3,2
74,3,4,2,4,4
74,3,4,2,5,3
74,3,4,3,2,1
74,3,4,3,3,3
74,3,4,3,4,4
74,3,4,3,5,3
75,3,1,1,1,3
75,3,1,2,2,1
75,3,1,2,3,2
75,3,1,2,4,5
75,3,1,2,5,3
75,3,1,3,2,1
75,3,1,3,3,1
75,3,1,3,4,2
75,3,1,3,5,2
75,3,2,1,1,5
75,3,2,2,2,2
75,3,2,2,3,3
75,3,2,2,4,3
75,3,2,2,5,5
75,3,2,3,2,2
75,3,2,3,3,2
75,3,2,3,4,1
75,3,2,3,5,4
75,3,3,1,1,4
75,3,3,2,2,2
75,3,3,2,3,3
75,3,3,2,4,5
75,3,3,2,5,5
75,3,3,3,2,1
75,3,3,3,3,2
75,3,3,3,4,3
75,3,3,3,5,3
75,3,4,1,1,5
75,3,4,2,2,1
75,3,4,2,3,1
75,3,4,2,4,3
75,3,4,2,5,3
75,3,4,3,2,1
75,3,4,3,3,3
75,3,4,3,4,3
75,3,4,3,5,3
76,3,1,1,1,5
76,3,1,2,2,2
76,3,1,2,3,3
76,3,1,2,4,4
76,3,1,2,5,4
76,3,1,3,2,1
76,3,1,3,3,2
76,3,1,3,4,4
76,3,1,3,5,5
76,3,2,1,1,5
76,3,2,2,2,2
76,3,2,2,3,3
76,3,2,2,4,4
76,3,2,2,5,4
76,3,2,3,2,1
76,3,2,3,3,1
76,3,2,3,4,3
76,3,2,3,5,4
76,3,3,1,1,5
76,3,3,2,2,2
76,3,3,2,3,2
76,3,3,2,4,4
76,3,3,2,5,4
76,3,3,3,2,1
76,3,3,3,3,2
76,3,3,3,4,4
76,3,3,3,5,5
76,3,4,1,1,5
76,3,4,2,2,1
76,3,4,2,3,2
76,3,4,2,4,4
76,3,4,2,5,4
76,3,4,3,2,1
76,3,4,3,3,3
76,3,4,3,4,4
76,3,4,3,5,3
77,3,1,1,1,4
77,3,1,2,2,2
77,3,1,2,3,2
77,3,1,2,4,4
77,3,1,2,5,4
77,3,1,3,2,1
77,3,1,3,3,3
77,3,1,3,4,4
77,3,1,3,5,4
77,3,2,1,1,5
77,3,2,2,2,2
77,3,2,2,3,3
77,3,2,2,4,4
77,3,2,2,5,4
77,3,2,3,2,1
77,3,2,3,3,2
77,3,2,3,4,2
77,3,2,3,5,3
77,3,3,1,1,5
77,3,3,2,2,3
77,3,3,2,3,4
77,3,3,2,4,3
77,3,3,2,5,4
77,3,3,3,2,2
77,3,3,3,3,3
77,3,3,3,4,3
77,3,3,3,5,4
77,3,4,1,1,4
77,3,4,2,2,2
77,3,4,2,3,3
77,3,4,2,4,4
77,3,4,2,5,3
77,3,4,3,2,3
77,3,4,3,3,2
77,3,4,3,4,3
77,3,4,3,5,4
